,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
11975,570279220502511617,negative,1.0,Cancelled Flight,1.0,American,,SusieBarre,,0,americanair flight jacksonville fl dallas showing cancelled flightled going rebooked another flight,,2015-02-24 09:48:56 -0800,,
1078,569936014094897152,negative,1.0,Bad Flight,0.6739,United,,docmartin_10,,0,united flight scheduled moved never flight everyone moved without sense,,2015-02-23 11:05:09 -0800,"Fort Wayne, Indiana",Eastern Time (US & Canada)
11933,570295174385016832,negative,1.0,Flight Booking Problems,0.6368,American,,barbararwill,,0,americanair tried book rwrd told couldnt bought tix usair choice bother aadv svc,,2015-02-24 10:52:19 -0800,Mexico City,
8215,568602015456215040,positive,0.7036,,,Delta,,JetBlue,,3,ninadavuluri think treat onboard enjoy flight,,2015-02-19 18:44:19 -0800,1-800-JETBLUE,Eastern Time (US & Canada)
3989,567886909516685312,negative,0.6632,Customer Service Issue,0.3684,United,,JennRanft,,0,united flight unfortunately isolate flightd incident waited le year,,2015-02-17 19:22:44 -0800,,
10999,568626969983750145,negative,1.0,Can't Tell,0.3418,US Airways,,Allisonjones704,,0,usairways cost change ticket cost purchase new ticket,,2015-02-19 20:23:28 -0800,,
13345,569884756684476416,negative,1.0,Can't Tell,0.6556,American,,61jr,,0,americanair airsouthwest flight chicago buffalo hour flight care safety,,2015-02-23 07:41:28 -0800,St. Catharines,
747,570104743747416064,negative,0.6667,Customer Service Issue,0.3542,United,,Meyer47,,0,united going nothing like always,,2015-02-23 22:15:37 -0800,Iowa,
12675,570065545392861184,negative,1.0,Can't Tell,1.0,American,,JasonShaw2,,4,americanair biggest joke ever seen telling everyone never use guy cause joke,,2015-02-23 19:39:51 -0800,Belleville,Eastern Time (US & Canada)
9216,570058065480962048,neutral,0.6696,,,US Airways,,roanwild,,0,usairways yes delta,,2015-02-23 19:10:08 -0800,,
7383,569632519387099137,negative,0.6421,Bad Flight,0.3265,Delta,,arthurhasher,,0,jetblue token goodwill voucher passenger stuck flight phoenix today hour mark per passenger,,2015-02-22 14:59:10 -0800,Long Island - Arizona ,
590,570263872004874240,neutral,0.6764,,0.0,United,,jkentakula,,0,united o controlled rather verizonwireless app new,,2015-02-24 08:47:56 -0800,,
12241,570254375081414656,neutral,1.0,,,American,,bri__m,,0,americanair expecting flightlations dallas due snow nothing like monday hope,,2015-02-24 08:10:12 -0800,"London, UK",London
9276,570012047917907969,negative,1.0,Late Flight,1.0,US Airways,,urimiscott,,0,usairways yes ground crew finally showed plane could depart late flight,,2015-02-23 16:07:17 -0800,Rhode Island,Eastern Time (US & Canada)
9566,569873091763032065,negative,1.0,Late Flight,0.672,US Airways,,ConstanceSCHERE,,0,usairways first pilot late flight maintenance exactly happened two week ago unacceptable,"[39.88116058, -75.24031037]",2015-02-23 06:55:07 -0800,"Boston, MA",Atlantic Time (Canada)
4274,567738192426590209,neutral,0.6631,,0.0,United,,rajuchinthala,,0,thx stand united rajuchinthala know frustrating appreciate patience try get way,,2015-02-17 09:31:47 -0800,Indianapolis,Eastern Time (US & Canada)
5331,569185684268789761,negative,0.6696,Can't Tell,0.3571,Southwest,,MateoL13,,0,southwestair would appreciate follow dm info figure supposed,,2015-02-21 09:23:36 -0800,KC,
13866,569699154965827584,negative,0.6765,Flight Booking Problems,0.6765,American,,kathyjazztx,,0,americanair get better passenger rebooked direct airline whereisthelove whybeaaff,,2015-02-22 19:23:57 -0800,,
2974,568810539939459072,positive,0.6832,,0.0,United,,rdahlstrom99,,0,united aw thanks kind word totally make extra hour sitting airport soooo much better,,2015-02-20 08:32:55 -0800,"ÜT: 40.635407,-73.991869",
11660,567842466851905536,negative,1.0,Customer Service Issue,1.0,US Airways,,mttdprkr,,0,usairways put back hold hour completely unacceptable,,2015-02-17 16:26:08 -0800,"Vancouver, WA",Pacific Time (US & Canada)
4077,567833666925121536,negative,1.0,Customer Service Issue,1.0,United,,andysiz,,0,united get help changing ticket minute hold counting,,2015-02-17 15:51:10 -0800,,Pacific Time (US & Canada)
4087,567827498660159489,negative,1.0,Customer Service Issue,1.0,United,,MKfella,,0,united poor old united never seem get response right,,2015-02-17 15:26:40 -0800,,
13019,569958916668305408,negative,1.0,Flight Booking Problems,0.6702,American,,avaflav13,,0,americanair okay since could put earlier flight buy ticket another airline,,2015-02-23 12:36:09 -0800,,Quito
8261,568548980122103808,negative,0.6551,Flight Attendant Complaints,0.3449,Delta,,RivieraTD,,0,jetblue walked gate ask desk gate http,,2015-02-19 15:13:34 -0800,Tonawanda NY,Eastern Time (US & Canada)
6808,570240052279648257,neutral,1.0,,,Delta,,blckblakelively,,0,sigh jetblue fleet fleek http,,2015-02-24 07:13:17 -0800,where the Bulls/Bears play.,Central Time (US & Canada)
6921,570018254271463424,negative,1.0,Can't Tell,0.6932,Delta,,4TONEMENT,,0,jetblue one look must getting old damn,,2015-02-23 16:31:56 -0800,,Eastern Time (US & Canada)
473,567807278964023296,neutral,1.0,,,Virgin America,,mattejacob,,0,virginamerica got cheese plate flight,"[40.78986648, -73.10068286]",2015-02-17 14:06:19 -0800,New York x Long Island,Central Time (US & Canada)
8128,568760152129720320,negative,1.0,Late Flight,0.6563,Delta,,TyrellJourdanA,,0,jetblue well time going happen safety come look like look another flight,,2015-02-20 05:12:41 -0800,The Eastside of the Far Side,Eastern Time (US & Canada)
11227,568394432900431872,negative,1.0,Flight Booking Problems,0.3548,US Airways,,illegalholland,,0,usairways lol thanks switch american http,,2015-02-19 04:59:27 -0800,,Eastern Time (US & Canada)
12345,570223806322581504,negative,1.0,Late Flight,0.6446,American,,beantownmatty,,0,americanair flight cx killing layover still wanting breakfast hungry get dfw,,2015-02-24 06:08:44 -0800,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
10547,569196701401128961,negative,1.0,longlines,0.6275,US Airways,,DebbieJeanDavis,,0,usairways enormous line customer service two agent kind service http,,2015-02-21 10:07:23 -0800,CT,Atlantic Time (Canada)
1385,569748289945362435,negative,1.0,Flight Attendant Complaints,0.3435,United,,chocolossus,,0,united also ice frozen metal walkway wasted minute one knew simple job,,2015-02-22 22:39:12 -0800,"Vancouver, CA",
11736,567788199175786496,positive,0.6637,,0.0,US Airways,,NaomiSheltonDC,,0,usairways thanks,,2015-02-17 12:50:30 -0800,,Eastern Time (US & Canada)
12472,570175764643094528,negative,1.0,longlines,1.0,American,,JayFranceschi,,0,americanair need get shit together counter people amp massive line people need catch flight http,,2015-02-24 02:57:50 -0800,,Quito
4814,569702019797286913,positive,1.0,,,Southwest,,mmcbride1007,,0,southwestair thanks excited see,,2015-02-22 19:35:20 -0800,STL,Central Time (US & Canada)
13744,569728283568418816,neutral,0.6809999999999999,,0.0,American,,iflyplaces,,0,americanair booked departing jfk booked via ba want change ff aa via twitter,,2015-02-22 21:19:42 -0800,,Quito
6690,567733656106459136,negative,1.0,Customer Service Issue,0.6836,Southwest,,Loley9,,0,southwestair hold hour cool guy,,2015-02-17 09:13:46 -0800,"Dallas, TX",Central Time (US & Canada)
586,570265596220166144,negative,1.0,Customer Service Issue,0.6990000000000001,United,,discobiscuit63,,1,united okc ticket agent roger mclarren sp le helpful intl group travel problem ca find supervisor help,,2015-02-24 08:54:47 -0800,,Central Time (US & Canada)
8260,568551350025330691,negative,0.6694,Late Flight,0.3779,Delta,,MsBooya,,0,jetblue give update flight gt jfk saying mechanical issue disclose,,2015-02-19 15:22:59 -0800,,
4081,567830916950822912,negative,1.0,Late Flight,1.0,United,,SooyunChoi,,0,united wifi tell family gon na late flight cause sit grounded plane past two hour,,2015-02-17 15:40:15 -0800,California,Pacific Time (US & Canada)
9609,569827255653941248,negative,1.0,Lost Luggage,0.6669,US Airways,,Keri_Everhart,,0,usairways seriously ridiculous wait hour luggage land wtf,,2015-02-23 03:52:59 -0800,"NC, USA",Eastern Time (US & Canada)
10566,569176543236399104,negative,1.0,Can't Tell,0.6181,US Airways,,observepeople,,0,usairways learned although travel policy waive change still charged reservation fee,,2015-02-21 08:47:17 -0800,,Eastern Time (US & Canada)
9233,570045818205384704,negative,1.0,Flight Booking Problems,0.3505,US Airways,,JustPlain_Jake,,1,usairways pre schooler develop app thing crash every single time,,2015-02-23 18:21:28 -0800,"ÜT: 38.8676126,-77.0831512",Quito
14086,569669062206332929,negative,1.0,Customer Service Issue,1.0,American,,otisday,,0,americanair international airline experienced record profit last quarter ca staff call center,,2015-02-22 17:24:23 -0800,Pekin,Eastern Time (US & Canada)
9300,569993393767460864,neutral,1.0,,,US Airways,,tjelke,,0,usairways question downgrade include losing first class get money back http,,2015-02-23 14:53:09 -0800,"Miami, Florida, USA",Eastern Time (US & Canada)
7760,569271994212069376,positive,1.0,,,Delta,,geraldineledan,,0,jetblue exciting time ahead,"[40.67851205, -73.43465391]",2015-02-21 15:06:34 -0800,"Long Island, New York",Eastern Time (US & Canada)
8742,567878078782898176,positive,1.0,,,Delta,,MoniqueRose18,,0,jetblue awesome thanks thanks quick response guy rock,,2015-02-17 18:47:39 -0800,Boston,
10251,569456923663151104,negative,0.6559,Flight Booking Problems,0.3441,US Airways,,mattirottstock,,0,usairways manage place family plain none sitting next one old,,2015-02-22 03:21:25 -0800,"iPhone: 36.845329,-75.993790",Eastern Time (US & Canada)
8030,568854763057475584,positive,0.6667,,,Delta,,spark911uk,,0,jetblue americanair ah ha misread end date thanks clarifying,"[0.0, 0.0]",2015-02-20 11:28:38 -0800,New York City,Eastern Time (US & Canada)
11359,568172839758630912,negative,0.6794,Lost Luggage,0.6794,US Airways,,DAngel082,,0,usairways thanks need locate luggage,,2015-02-18 14:18:55 -0800,New York,
5712,568784436428300290,positive,0.6955,,,Southwest,,Danehowell40,,0,southwestair jackpot legroom http,"[33.67698231, -117.8647932]",2015-02-20 06:49:11 -0800,,Pacific Time (US & Canada)
9995,569585747503611905,negative,1.0,Customer Service Issue,0.6861,US Airways,,sejaffe,,0,usairways americanair seriously service issue right decide tweet unbelievable,,2015-02-22 11:53:19 -0800,,
5371,569162467051474944,negative,1.0,Customer Service Issue,0.6727,Southwest,,jeffreyfields,,1,southwestair anyone answering phone rebook cancelled flightled flight,,2015-02-21 07:51:21 -0800,LA // DC // LA,Pacific Time (US & Canada)
7413,569621840844464128,negative,0.6771,Flight Attendant Complaints,0.3452,Delta,,ThatJasonEaton,,0,jetblue never airline refuse help sit parent tiny kid guy willing jetblue http,,2015-02-22 14:16:44 -0800,,
12614,570087222663229440,negative,0.6978,Cancelled Flight,0.3674,American,,GarrettBogar,,0,americanair late flightr complete itinerary change lost work time yeah got rebooked,,2015-02-23 21:06:00 -0800,,
8410,568413198518329344,positive,0.6815,,,Delta,,GraceLavigne,,0,jetblue thank jetblue credit nice save,,2015-02-19 06:14:01 -0800,,Eastern Time (US & Canada)
10915,568786315820470272,positive,1.0,,,US Airways,,rzlevinson,,0,usairways thanks helping reflight booking problem cancelled flightedflight yvonne anthony help u get tel aviv time happyfriday,,2015-02-20 06:56:39 -0800,,
9246,570030083093729280,negative,1.0,Late Flight,0.3441,US Airways,,madison_mason,,1,usairways ca wait never fly always delayed always lose bag rudest people planet southwest best,,2015-02-23 17:18:57 -0800,,Central Time (US & Canada)
3098,568677633682214912,negative,1.0,Customer Service Issue,1.0,United,,urno12,,0,united extra care airline unitedairlines care trust customerservice non existent,,2015-02-19 23:44:48 -0800,bonkers in Yonkers,New Delhi
993,569971394701873153,negative,0.6629999999999999,Customer Service Issue,0.3478,United,,TuraOntheroad,,0,united nope walked amp orf terminal amp united agent found showed last minute board u many panicked people,,2015-02-23 13:25:44 -0800,Brooklyn,Pacific Time (US & Canada)
2848,568870394708545536,positive,1.0,,,United,,bugstory,,0,united sent dm thanks incredibly happy fast response got via twitter via customer care thank,,2015-02-20 12:30:45 -0800,"Baltimore, MD",Eastern Time (US & Canada)
7495,569566511184125952,negative,1.0,longlines,0.7013,Delta,,Worldtravelure,,0,jetblue flight still waiting bag u checked hour ago people missing connection please help,"[40.64646912, -73.79133606]",2015-02-22 10:36:52 -0800,"New York, New York",Eastern Time (US & Canada)
1606,569647174277042176,negative,1.0,Late Flight,0.6316,United,,jtromano,,0,united false,,2015-02-22 15:57:24 -0800,STL,Central Time (US & Canada)
2609,569002384258502656,neutral,1.0,,,United,,summert10,,0,united voucher expires next week get extension expires,,2015-02-20 21:15:14 -0800,,Arizona
5862,568539193669914626,positive,1.0,,,Southwest,,Creative_Advant,,0,southwestair truly best customerservice something go wrong matter big small issue fix thank,,2015-02-19 14:34:41 -0800,US,Eastern Time (US & Canada)
8732,567893822585327616,negative,1.0,Late Flight,1.0,Delta,,mypumpkinheads,,0,jetblue hour delay supposed land still boarding epicfail,,2015-02-17 19:50:12 -0800,,Eastern Time (US & Canada)
2183,569325988921810945,negative,1.0,Can't Tell,0.6702,United,,niais,,1,united speaks basically worst designed web system ever,,2015-02-21 18:41:07 -0800,"Austin, TX",Central Time (US & Canada)
811,570070877351469057,negative,1.0,Lost Luggage,0.6863,United,,kbleggett,,1,united thanks effing holiday missing full day skiing due baggage team incompetence flyyow,,2015-02-23 20:01:03 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
10830,568840215089041409,negative,0.6726,Bad Flight,0.3363,US Airways,,nancysilbergphd,,0,usairways seat phone iwas told getting error msg due paid class upgrd told check right,,2015-02-20 10:30:50 -0800,,
2439,569207193377107968,negative,0.6655,Cancelled Flight,0.6655,United,,DianaGo144,,0,united snowy road bwi called mileageplus amp told flight cancelled flighted hour ago rcvd notification pls help,,2015-02-21 10:49:04 -0800,NYC & SEAsia,Eastern Time (US & Canada)
10657,569000361735761920,negative,1.0,Customer Service Issue,1.0,US Airways,,UnluckyDon,,0,usairways say call connecting get song dance weather weather bad day called day wasteoftime,,2015-02-20 21:07:12 -0800,"Santa Cruz, CA",
11962,570282469791911936,neutral,1.0,,,American,,mrespinosa1971,,0,americanair keeping aa air crew chief cousin alex espinosa dfw http,,2015-02-24 10:01:50 -0800,Great State of Texas,Central Time (US & Canada)
14520,569604425238454273,negative,1.0,Flight Booking Problems,0.5561,American,,LIGal19,,0,americanair flt tom rec notification going airport,,2015-02-22 13:07:32 -0800,"ÜT: 40.881241,-73.107717",Quito
7541,569538135916351489,positive,1.0,,,Delta,,2littlebirds,,0,jetblue beautiful shot thanks sharing using flyfi post welcome flight quickie,"[38.69255098, -121.58854512]",2015-02-22 08:44:07 -0800,LA CA USA,Pacific Time (US & Canada)
7590,569522879764807680,negative,1.0,Customer Service Issue,0.6713,Delta,,calvinsavanna,,0,jetblue horrible experience check agent fort myers document send detail boston,,2015-02-22 07:43:30 -0800,"Naples, FL, Boston, MA",
8993,570295658185408512,positive,0.6778,,,US Airways,,KenzieC_,,0,usairways thank calling cheapoairchat,,2015-02-24 10:54:15 -0800,"Boynton Beach, FL",Eastern Time (US & Canada)
2453,569196241252282368,negative,1.0,Customer Service Issue,0.3417,United,,BVSCAPE,,1,united really fucked day hilo lax delay software missed connection getting home late flightr upgrade nothin,,2015-02-21 10:05:33 -0800,,Eastern Time (US & Canada)
14403,569620643810926592,neutral,1.0,,,American,,chadkirchner,,0,americanair issue requires bit tweet explain email,"[0.0, 0.0]",2015-02-22 14:11:59 -0800,"Tiffin, Ohio",Eastern Time (US & Canada)
5736,568768156841308160,negative,1.0,Flight Booking Problems,0.3763,Southwest,,luoyegongfu,,0,southwestair bull add fare cart locked made way paypal,,2015-02-20 05:44:30 -0800,"Tempe, AZ & World Wide",Tehran
